timestamp,region,cluster_id,gpu_type,available_gpus,queue_depth_jobs,est_wait_hours
2026-01-01T00:00:00+00:00,us-west,us-west-cluster-1,a100,60,7,0.76
2026-01-01T00:00:00+00:00,us-east,us-east-cluster-1,a100,34,12,1.47
2026-01-01T00:00:00+00:00,us-south,us-south-cluster-1,a100,74,3,0.26
2026-01-01T01:00:00+00:00,us-west,us-west-cluster-1,a100,59,7,0.62
2026-01-01T01:00:00+00:00,us-east,us-east-cluster-1,a100,63,6,0.82
2026-01-01T01:00:00+00:00,us-south,us-south-cluster-1,a100,73,2,0.27
2026-01-01T02:00:00+00:00,us-west,us-west-cluster-1,a100,75,4,0.65
2026-01-01T02:00:00+00:00,us-east,us-east-cluster-1,a100,33,16,1.67
2026-01-01T02:00:00+00:00,us-south,us-south-cluster-1,a100,57,5,0.31
2026-01-01T03:00:00+00:00,us-west,us-west-cluster-1,a100,76,0,0.5
2026-01-01T03:00:00+00:00,us-east,us-east-cluster-1,a100,53,10,0.89
2026-01-01T03:00:00+00:00,us-south,us-south-cluster-1,a100,65,3,0.16
2026-01-01T04:00:00+00:00,us-west,us-west-cluster-1,a100,55,8,0.76
2026-01-01T04:00:00+00:00,us-east,us-east-cluster-1,a100,46,12,1.2
2026-01-01T04:00:00+00:00,us-south,us-south-cluster-1,a100,64,4,0.21
2026-01-01T05:00:00+00:00,us-west,us-west-cluster-1,a100,76,5,0.62
2026-01-01T05:00:00+00:00,us-east,us-east-cluster-1,a100,71,4,0.65
2026-01-01T05:00:00+00:00,us-south,us-south-cluster-1,a100,75,3,0.24
2026-01-01T06:00:00+00:00,us-west,us-west-cluster-1,a100,64,4,0.62
2026-01-01T06:00:00+00:00,us-east,us-east-cluster-1,a100,52,8,0.8
2026-01-01T06:00:00+00:00,us-south,us-south-cluster-1,a100,70,3,0.29
2026-01-01T07:00:00+00:00,us-west,us-west-cluster-1,a100,49,9,0.84
2026-01-01T07:00:00+00:00,us-east,us-east-cluster-1,a100,57,9,1.08
2026-01-01T07:00:00+00:00,us-south,us-south-cluster-1,a100,77,2,0.22
2026-01-01T08:00:00+00:00,us-west,us-west-cluster-1,a100,9,25,2.27
2026-01-01T08:00:00+00:00,us-east,us-east-cluster-1,a100,0,37,3.66
2026-01-01T08:00:00+00:00,us-south,us-south-cluster-1,a100,61,7,0.74
2026-01-01T09:00:00+00:00,us-west,us-west-cluster-1,a100,2,24,2.35
2026-01-01T09:00:00+00:00,us-east,us-east-cluster-1,a100,0,41,4.1
2026-01-01T09:00:00+00:00,us-south,us-south-cluster-1,a100,45,11,0.77
2026-01-01T10:00:00+00:00,us-west,us-west-cluster-1,a100,28,16,1.92
2026-01-01T10:00:00+00:00,us-east,us-east-cluster-1,a100,0,31,3.22
2026-01-01T10:00:00+00:00,us-south,us-south-cluster-1,a100,71,6,0.6
2026-01-01T11:00:00+00:00,us-west,us-west-cluster-1,a100,25,18,2.02
2026-01-01T11:00:00+00:00,us-east,us-east-cluster-1,a100,0,37,3.94
2026-01-01T11:00:00+00:00,us-south,us-south-cluster-1,a100,60,6,0.77
2026-01-01T12:00:00+00:00,us-west,us-west-cluster-1,a100,0,36,3.73
2026-01-01T12:00:00+00:00,us-east,us-east-cluster-1,a100,0,66,6.64
2026-01-01T12:00:00+00:00,us-south,us-south-cluster-1,a100,46,12,1.42
2026-01-01T13:00:00+00:00,us-west,us-west-cluster-1,a100,0,35,3.24
2026-01-01T13:00:00+00:00,us-east,us-east-cluster-1,a100,0,59,5.83
2026-01-01T13:00:00+00:00,us-south,us-south-cluster-1,a100,44,11,1.15
2026-01-01T14:00:00+00:00,us-west,us-west-cluster-1,a100,0,35,3.62
2026-01-01T14:00:00+00:00,us-east,us-east-cluster-1,a100,0,60,6.02
2026-01-01T14:00:00+00:00,us-south,us-south-cluster-1,a100,40,11,1.24
2026-01-01T15:00:00+00:00,us-west,us-west-cluster-1,a100,0,41,4.34
2026-01-01T15:00:00+00:00,us-east,us-east-cluster-1,a100,0,67,6.6
2026-01-01T15:00:00+00:00,us-south,us-south-cluster-1,a100,44,13,1.35
2026-01-01T16:00:00+00:00,us-west,us-west-cluster-1,a100,0,31,3.29
2026-01-01T16:00:00+00:00,us-east,us-east-cluster-1,a100,0,54,5.33
2026-01-01T16:00:00+00:00,us-south,us-south-cluster-1,a100,60,9,1.1
2026-01-01T17:00:00+00:00,us-west,us-west-cluster-1,a100,0,37,4.07
2026-01-01T17:00:00+00:00,us-east,us-east-cluster-1,a100,0,62,6.41
2026-01-01T17:00:00+00:00,us-south,us-south-cluster-1,a100,49,11,1.3
2026-01-01T18:00:00+00:00,us-west,us-west-cluster-1,a100,0,32,3.76
2026-01-01T18:00:00+00:00,us-east,us-east-cluster-1,a100,0,65,6.74
2026-01-01T18:00:00+00:00,us-south,us-south-cluster-1,a100,33,14,1.32
2026-01-01T19:00:00+00:00,us-west,us-west-cluster-1,a100,0,36,3.6
2026-01-01T19:00:00+00:00,us-east,us-east-cluster-1,a100,0,55,5.45
2026-01-01T19:00:00+00:00,us-south,us-south-cluster-1,a100,34,15,1.18
2026-01-01T20:00:00+00:00,us-west,us-west-cluster-1,a100,58,8,1.0
2026-01-01T20:00:00+00:00,us-east,us-east-cluster-1,a100,39,15,1.48
2026-01-01T20:00:00+00:00,us-south,us-south-cluster-1,a100,74,3,0.29
2026-01-01T21:00:00+00:00,us-west,us-west-cluster-1,a100,69,4,0.67
2026-01-01T21:00:00+00:00,us-east,us-east-cluster-1,a100,21,17,1.93
2026-01-01T21:00:00+00:00,us-south,us-south-cluster-1,a100,77,2,0.2
2026-01-01T22:00:00+00:00,us-west,us-west-cluster-1,a100,67,4,0.58
2026-01-01T22:00:00+00:00,us-east,us-east-cluster-1,a100,50,9,1.15
2026-01-01T22:00:00+00:00,us-south,us-south-cluster-1,a100,78,1,0.26
2026-01-01T23:00:00+00:00,us-west,us-west-cluster-1,a100,69,2,0.49
2026-01-01T23:00:00+00:00,us-east,us-east-cluster-1,a100,55,9,0.85
2026-01-01T23:00:00+00:00,us-south,us-south-cluster-1,a100,76,0,0.14
2026-01-02T00:00:00+00:00,us-west,us-west-cluster-1,a100,77,2,0.42
2026-01-02T00:00:00+00:00,us-east,us-east-cluster-1,a100,52,8,0.89
2026-01-02T00:00:00+00:00,us-south,us-south-cluster-1,a100,69,3,0.13
2026-01-02T01:00:00+00:00,us-west,us-west-cluster-1,a100,55,9,0.8
2026-01-02T01:00:00+00:00,us-east,us-east-cluster-1,a100,26,19,1.96
2026-01-02T01:00:00+00:00,us-south,us-south-cluster-1,a100,88,1,0.24
2026-01-02T02:00:00+00:00,us-west,us-west-cluster-1,a100,67,6,0.82
2026-01-02T02:00:00+00:00,us-east,us-east-cluster-1,a100,28,15,1.59
2026-01-02T02:00:00+00:00,us-south,us-south-cluster-1,a100,83,2,0.31
2026-01-02T03:00:00+00:00,us-west,us-west-cluster-1,a100,60,3,0.55
2026-01-02T03:00:00+00:00,us-east,us-east-cluster-1,a100,54,10,0.98
2026-01-02T03:00:00+00:00,us-south,us-south-cluster-1,a100,83,1,0.22
2026-01-02T04:00:00+00:00,us-west,us-west-cluster-1,a100,52,9,0.73
2026-01-02T04:00:00+00:00,us-east,us-east-cluster-1,a100,23,17,1.4
2026-01-02T04:00:00+00:00,us-south,us-south-cluster-1,a100,70,3,0.27
2026-01-02T05:00:00+00:00,us-west,us-west-cluster-1,a100,62,5,0.69
2026-01-02T05:00:00+00:00,us-east,us-east-cluster-1,a100,55,8,1.12
2026-01-02T05:00:00+00:00,us-south,us-south-cluster-1,a100,69,5,0.23
2026-01-02T06:00:00+00:00,us-west,us-west-cluster-1,a100,68,3,0.45
2026-01-02T06:00:00+00:00,us-east,us-east-cluster-1,a100,47,12,1.13
2026-01-02T06:00:00+00:00,us-south,us-south-cluster-1,a100,83,1,0.31
2026-01-02T07:00:00+00:00,us-west,us-west-cluster-1,a100,76,2,0.27
2026-01-02T07:00:00+00:00,us-east,us-east-cluster-1,a100,59,5,0.95
2026-01-02T07:00:00+00:00,us-south,us-south-cluster-1,a100,77,4,0.21
2026-01-02T08:00:00+00:00,us-west,us-west-cluster-1,a100,2,26,2.74
2026-01-02T08:00:00+00:00,us-east,us-east-cluster-1,a100,0,40,4.08
2026-01-02T08:00:00+00:00,us-south,us-south-cluster-1,a100,64,7,0.9
2026-01-02T09:00:00+00:00,us-west,us-west-cluster-1,a100,20,19,1.9
2026-01-02T09:00:00+00:00,us-east,us-east-cluster-1,a100,0,35,3.86
2026-01-02T09:00:00+00:00,us-south,us-south-cluster-1,a100,63,6,0.79
2026-01-02T10:00:00+00:00,us-west,us-west-cluster-1,a100,9,24,2.43
2026-01-02T10:00:00+00:00,us-east,us-east-cluster-1,a100,0,45,4.25
2026-01-02T10:00:00+00:00,us-south,us-south-cluster-1,a100,38,10,0.8
2026-01-02T11:00:00+00:00,us-west,us-west-cluster-1,a100,1,26,2.52
2026-01-02T11:00:00+00:00,us-east,us-east-cluster-1,a100,0,39,3.94
2026-01-02T11:00:00+00:00,us-south,us-south-cluster-1,a100,56,9,0.75
2026-01-02T12:00:00+00:00,us-west,us-west-cluster-1,a100,0,41,3.88
2026-01-02T12:00:00+00:00,us-east,us-east-cluster-1,a100,0,64,6.58
2026-01-02T12:00:00+00:00,us-south,us-south-cluster-1,a100,46,13,1.32
2026-01-02T13:00:00+00:00,us-west,us-west-cluster-1,a100,0,38,3.86
2026-01-02T13:00:00+00:00,us-east,us-east-cluster-1,a100,0,65,6.52
2026-01-02T13:00:00+00:00,us-south,us-south-cluster-1,a100,55,11,1.28
2026-01-02T14:00:00+00:00,us-west,us-west-cluster-1,a100,0,40,3.91
2026-01-02T14:00:00+00:00,us-east,us-east-cluster-1,a100,0,66,6.72
2026-01-02T14:00:00+00:00,us-south,us-south-cluster-1,a100,33,14,1.21
2026-01-02T15:00:00+00:00,us-west,us-west-cluster-1,a100,0,34,3.56
2026-01-02T15:00:00+00:00,us-east,us-east-cluster-1,a100,0,66,6.63
2026-01-02T15:00:00+00:00,us-south,us-south-cluster-1,a100,42,11,1.31
2026-01-02T16:00:00+00:00,us-west,us-west-cluster-1,a100,0,39,3.74
2026-01-02T16:00:00+00:00,us-east,us-east-cluster-1,a100,0,59,5.9
2026-01-02T16:00:00+00:00,us-south,us-south-cluster-1,a100,42,11,1.16
2026-01-02T17:00:00+00:00,us-west,us-west-cluster-1,a100,0,41,4.21
2026-01-02T17:00:00+00:00,us-east,us-east-cluster-1,a100,0,66,6.64
2026-01-02T17:00:00+00:00,us-south,us-south-cluster-1,a100,36,14,1.38
2026-01-02T18:00:00+00:00,us-west,us-west-cluster-1,a100,0,35,3.61
2026-01-02T18:00:00+00:00,us-east,us-east-cluster-1,a100,0,58,5.85
2026-01-02T18:00:00+00:00,us-south,us-south-cluster-1,a100,41,13,1.31
2026-01-02T19:00:00+00:00,us-west,us-west-cluster-1,a100,0,38,3.61
2026-01-02T19:00:00+00:00,us-east,us-east-cluster-1,a100,0,60,6.06
2026-01-02T19:00:00+00:00,us-south,us-south-cluster-1,a100,55,9,1.32
2026-01-02T20:00:00+00:00,us-west,us-west-cluster-1,a100,66,8,0.85
2026-01-02T20:00:00+00:00,us-east,us-east-cluster-1,a100,56,6,0.92
2026-01-02T20:00:00+00:00,us-south,us-south-cluster-1,a100,66,1,0.12
2026-01-02T21:00:00+00:00,us-west,us-west-cluster-1,a100,68,4,0.58
2026-01-02T21:00:00+00:00,us-east,us-east-cluster-1,a100,38,14,1.13
2026-01-02T21:00:00+00:00,us-south,us-south-cluster-1,a100,77,0,0.16
2026-01-02T22:00:00+00:00,us-west,us-west-cluster-1,a100,59,6,0.45
2026-01-02T22:00:00+00:00,us-east,us-east-cluster-1,a100,49,11,1.07
2026-01-02T22:00:00+00:00,us-south,us-south-cluster-1,a100,84,0,0.13
2026-01-02T23:00:00+00:00,us-west,us-west-cluster-1,a100,66,5,0.67
2026-01-02T23:00:00+00:00,us-east,us-east-cluster-1,a100,52,7,0.55
2026-01-02T23:00:00+00:00,us-south,us-south-cluster-1,a100,64,3,0.17
2026-01-03T00:00:00+00:00,us-west,us-west-cluster-1,a100,59,7,0.7
2026-01-03T00:00:00+00:00,us-east,us-east-cluster-1,a100,60,6,0.45
2026-01-03T00:00:00+00:00,us-south,us-south-cluster-1,a100,77,0,0.19
2026-01-03T01:00:00+00:00,us-west,us-west-cluster-1,a100,68,4,0.45
2026-01-03T01:00:00+00:00,us-east,us-east-cluster-1,a100,50,9,0.67
2026-01-03T01:00:00+00:00,us-south,us-south-cluster-1,a100,80,0,0.19
2026-01-03T02:00:00+00:00,us-west,us-west-cluster-1,a100,54,8,0.78
2026-01-03T02:00:00+00:00,us-east,us-east-cluster-1,a100,50,9,1.04
2026-01-03T02:00:00+00:00,us-south,us-south-cluster-1,a100,71,2,0.2
2026-01-03T03:00:00+00:00,us-west,us-west-cluster-1,a100,57,6,0.62
2026-01-03T03:00:00+00:00,us-east,us-east-cluster-1,a100,64,5,0.92
2026-01-03T03:00:00+00:00,us-south,us-south-cluster-1,a100,68,4,0.2
2026-01-03T04:00:00+00:00,us-west,us-west-cluster-1,a100,57,8,0.62
2026-01-03T04:00:00+00:00,us-east,us-east-cluster-1,a100,40,9,0.89
2026-01-03T04:00:00+00:00,us-south,us-south-cluster-1,a100,75,2,0.25
2026-01-03T05:00:00+00:00,us-west,us-west-cluster-1,a100,63,5,0.71
2026-01-03T05:00:00+00:00,us-east,us-east-cluster-1,a100,65,6,0.95
2026-01-03T05:00:00+00:00,us-south,us-south-cluster-1,a100,71,2,0.28
2026-01-03T06:00:00+00:00,us-west,us-west-cluster-1,a100,63,7,0.77
2026-01-03T06:00:00+00:00,us-east,us-east-cluster-1,a100,41,9,1.19
2026-01-03T06:00:00+00:00,us-south,us-south-cluster-1,a100,77,3,0.17
2026-01-03T07:00:00+00:00,us-west,us-west-cluster-1,a100,55,10,0.74
2026-01-03T07:00:00+00:00,us-east,us-east-cluster-1,a100,60,10,1.26
2026-01-03T07:00:00+00:00,us-south,us-south-cluster-1,a100,66,3,0.31
2026-01-03T08:00:00+00:00,us-west,us-west-cluster-1,a100,8,22,2.08
2026-01-03T08:00:00+00:00,us-east,us-east-cluster-1,a100,0,41,4.09
2026-01-03T08:00:00+00:00,us-south,us-south-cluster-1,a100,62,7,0.8
2026-01-03T09:00:00+00:00,us-west,us-west-cluster-1,a100,10,19,2.0
2026-01-03T09:00:00+00:00,us-east,us-east-cluster-1,a100,0,39,3.63
2026-01-03T09:00:00+00:00,us-south,us-south-cluster-1,a100,71,4,0.72
2026-01-03T10:00:00+00:00,us-west,us-west-cluster-1,a100,31,19,2.28
2026-01-03T10:00:00+00:00,us-east,us-east-cluster-1,a100,0,37,3.79
2026-01-03T10:00:00+00:00,us-south,us-south-cluster-1,a100,74,5,0.67
2026-01-03T11:00:00+00:00,us-west,us-west-cluster-1,a100,25,21,2.11
2026-01-03T11:00:00+00:00,us-east,us-east-cluster-1,a100,0,35,3.15
2026-01-03T11:00:00+00:00,us-south,us-south-cluster-1,a100,47,11,0.65
2026-01-03T12:00:00+00:00,us-west,us-west-cluster-1,a100,0,31,3.34
2026-01-03T12:00:00+00:00,us-east,us-east-cluster-1,a100,0,51,5.25
2026-01-03T12:00:00+00:00,us-south,us-south-cluster-1,a100,51,10,1.13
2026-01-03T13:00:00+00:00,us-west,us-west-cluster-1,a100,0,36,3.8
2026-01-03T13:00:00+00:00,us-east,us-east-cluster-1,a100,0,56,5.7
2026-01-03T13:00:00+00:00,us-south,us-south-cluster-1,a100,43,11,1.15
2026-01-03T14:00:00+00:00,us-west,us-west-cluster-1,a100,0,36,3.6
2026-01-03T14:00:00+00:00,us-east,us-east-cluster-1,a100,0,60,6.09
2026-01-03T14:00:00+00:00,us-south,us-south-cluster-1,a100,35,14,1.19
2026-01-03T15:00:00+00:00,us-west,us-west-cluster-1,a100,0,33,3.37
2026-01-03T15:00:00+00:00,us-east,us-east-cluster-1,a100,0,64,6.35
2026-01-03T15:00:00+00:00,us-south,us-south-cluster-1,a100,46,11,1.27
2026-01-03T16:00:00+00:00,us-west,us-west-cluster-1,a100,0,38,3.96
2026-01-03T16:00:00+00:00,us-east,us-east-cluster-1,a100,0,69,7.32
2026-01-03T16:00:00+00:00,us-south,us-south-cluster-1,a100,41,12,1.34
2026-01-03T17:00:00+00:00,us-west,us-west-cluster-1,a100,0,35,3.38
2026-01-03T17:00:00+00:00,us-east,us-east-cluster-1,a100,0,55,5.69
2026-01-03T17:00:00+00:00,us-south,us-south-cluster-1,a100,44,12,1.15
2026-01-03T18:00:00+00:00,us-west,us-west-cluster-1,a100,0,42,3.65
2026-01-03T18:00:00+00:00,us-east,us-east-cluster-1,a100,0,63,6.63
2026-01-03T18:00:00+00:00,us-south,us-south-cluster-1,a100,29,15,1.28
2026-01-03T19:00:00+00:00,us-west,us-west-cluster-1,a100,0,42,4.12
2026-01-03T19:00:00+00:00,us-east,us-east-cluster-1,a100,0,63,6.54
2026-01-03T19:00:00+00:00,us-south,us-south-cluster-1,a100,47,12,1.24
2026-01-03T20:00:00+00:00,us-west,us-west-cluster-1,a100,56,8,0.7
2026-01-03T20:00:00+00:00,us-east,us-east-cluster-1,a100,58,8,1.09
2026-01-03T20:00:00+00:00,us-south,us-south-cluster-1,a100,68,3,0.21
2026-01-03T21:00:00+00:00,us-west,us-west-cluster-1,a100,66,1,0.36
2026-01-03T21:00:00+00:00,us-east,us-east-cluster-1,a100,52,7,1.06
2026-01-03T21:00:00+00:00,us-south,us-south-cluster-1,a100,82,0,0.1
2026-01-03T22:00:00+00:00,us-west,us-west-cluster-1,a100,64,6,0.88
2026-01-03T22:00:00+00:00,us-east,us-east-cluster-1,a100,57,10,1.14
2026-01-03T22:00:00+00:00,us-south,us-south-cluster-1,a100,82,1,0.18
2026-01-03T23:00:00+00:00,us-west,us-west-cluster-1,a100,47,10,0.82
2026-01-03T23:00:00+00:00,us-east,us-east-cluster-1,a100,55,10,1.0
2026-01-03T23:00:00+00:00,us-south,us-south-cluster-1,a100,80,1,0.23
2026-01-04T00:00:00+00:00,us-west,us-west-cluster-1,a100,51,6,0.75
2026-01-04T00:00:00+00:00,us-east,us-east-cluster-1,a100,55,8,0.52
2026-01-04T00:00:00+00:00,us-south,us-south-cluster-1,a100,74,2,0.16
